"source","canonical_url","ppid","PAName","Heading","islive","isnew","showInCatalog","Summary","Vertical","Solutions","Platform","Product","ProductType","Image1Url","DetailPage","Status","externalUrl","isRedirected","rm_Status","rm_Public_Site_Link","rm_Production_Link","rm_Final_Content_Type","rm_Drupal_Page_URL","rm_RHAC_page","rm_Final_Demo_Title","rm_Publish_states","rm_Featured_Start_Date","rm_Featured_End_Date","rm_Origin_Type","rm_Primary_Product","rm_Product","rm_Marketing_Program","rm_TDP","rm_Sales_Tactic","rm_Verticals","rm_Event","rm_Primary_Audience","rm_Personas","rm_Pain_Points","rm_Creator_Name","rm_Creator_Team","rm_Quarter","rm_Demo_Description","rm_Demo_Description_(Gemini_generated)","rm_Language","rm_Duration","rm_SEOWords","rm_CTALink","rm_Join_Key","rm_Number","rm_Metadata"
"PAList+RM","https://www.redhat.com/en/interactive-demo/enhanced-malware-detection-coverage-crowdstrike","208","208-enhanced-malware-detection-coverage-with-crowdstrike-interactive-experience","Enhanced Malware Detection Coverage with Crowdstrike","TRUE","FALSE","FALSE","Discover how to integrate the Red Hat Lightspeed malware detection service with signatures from Crowdstrike to enhance security coverage and threat protection.","All","Server/Cloud Operating System","","","IE","","IE/enhanced-malware-detection-coverage-with-crowdstrike-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/208-enhanced-malware-detection-coverage-with-crowdstrike-interactive-experience","","","https://www.redhat.com/en/interactive-demo/enhanced-malware-detection-coverage-crowdstrike","https://www.redhat.com/architect/portfolio/detail/208-enhanced-malware-detection-coverage-with-crowdstrike-interactive-experience","Enhanced malware detection coverage with Crowdstrike","","","","2026Summit manually added","Red Hat Enterprise Linux","","","Server/Cloud Operating System","","","","","","","John Spinks","RHEL","CY26Q2","Learn how the malware detection system, backed by Crowdstrike, can help you get ahead of Malware.","This interactive demo helps security teams enhance malware detection capabilities on Red Hat Enterprise Linux systems. It illustrates the full process of integrating third-party threat intelligence with Red Hat Lightspeed and managing scan results. • Navigating the Crowdstrike Falcon web UI to filter and export Yara signatures for Linux. • Placing and extracting downloaded signatures into /etc/insights-client/signatures on a Red Hat Enterprise Linux system. • Running a malware scan on the RHEL system using the insights-client --collector malware-detection command. • Reviewing active malware matches from Crowdstrike and IBM X-Force in the Red Hat Hybrid Cloud Console. • Examining detailed match information and managing match status, including marking as ""Malware detection test"" or deleting.","","","","","Enhanced malware detection coverage with Crowdstrike","268",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/automation-intelligent-assistant","207","207-automation-intelligent-assistant-interactive-experience","Automation Intelligent Assistant","TRUE","FALSE","FALSE","Get to know the automation intelligent assistant (formerly Ansible Lightspeed), a built-in chat tool that helps you navigate Ansible Automation Platform with questions, examples, and documentation access.","All","Mission Critical IT Automation","","","IE","","IE/automation-intelligent-assistant-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/207-automation-intelligent-assistant-interactive-experience","","","https://www.redhat.com/en/interactive-demo/automation-intelligent-assistant","https://www.redhat.com/architect/portfolio/detail/207-automation-intelligent-assistant-interactive-experience","Automation Intelligent Assistant","","","","2026Summit manually added","Red Hat Device Edge","","","Mission Critical IT Automation","","","","","","","Tricia McConnell, Anshul Behl","Ansible","CY26Q2","Get to know the automation intelligent assistant (formerly Ansible Lightspeed), a built-in chat tool that helps you navigate Ansible Automation Platform. Ask questions, explore examples, and jump straight to relevant docs, all from within the UI.","This interactive demo helps users quickly find answers and relevant documentation for Ansible Automation Platform. It walks through the full experience of using an AI-powered assistant directly within the platform's user interface. • Interacting with the Ansible Lightspeed intelligent assistant within the Ansible Automation Platform UI • Asking questions directly into the chat interface for AI-generated answers • Navigating directly to relevant sections of the official Ansible Automation Platform documentation • Reviewing previous chat conversations and starting new sessions","","","","","Automation Intelligent Assistant","307",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/ansible-automation-dashboard-installation","206","206-ansible-automation-dashboard-installation-interactive-experience","Ansible Automation Dashboard Installation","TRUE","FALSE","FALSE","How to get started with Ansible Automation Dashboard installation, from prerequisite steps to installation and beginning to use the Dashboard for automation monitoring.","All","Mission Critical IT Automation","","","IE","","IE/ansible-automation-dashboard-installation-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/206-ansible-automation-dashboard-installation-interactive-experience","","","https://www.redhat.com/en/interactive-demo/ansible-automation-dashboard-installation","https://www.redhat.com/architect/portfolio/detail/206-ansible-automation-dashboard-installation-interactive-experience","Ansible Automation Dashboard Installation","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Rafael Ruiz Hernández","Ansible","CY26Q2","How to get started with Ansible Automation Dashboard Installation. What you need to do from prerequisite steps, to Install and begin using the Dashboard to monitor and track automation!","This interactive demo helps users gain critical visibility into their automation efforts and track performance across Red Hat Ansible Automation Platform. It walks through the full setup and configuration experience for the Automation Dashboard from start to finish. • Reviewing prerequisites for the Ansible Automation Dashboard, including RHEL 9 and Postgres database. • Downloading and extracting the dashboard installer files. • Setting up OAuth credentials within the Ansible Automation Platform UI. • Configuring the inventory file and running the dashboard installer playbook. • Updating the cluster.yaml file and activating configuration to load AAP data using Podman. • Logging into the Automation Dashboard to monitor job metrics and automation insights.","","","","","Ansible Automation Dashboard Installation","289",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/automation-dashboard","205","205-automation-dashboard-interactive-experience","Automation Dashboard","TRUE","FALSE","FALSE","This on-premise utility provides real-time insights to help you make smarter, data-driven decisions by monitoring, measuring, and reporting on automation impact.","All","Mission Critical IT Automation","","","IE","","IE/automation-dashboard-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/205-automation-dashboard-interactive-experience","","","https://www.redhat.com/en/interactive-demo/automation-dashboard","https://www.redhat.com/architect/portfolio/detail/205-automation-dashboard-interactive-experience","Automation Dashboard","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Alex Walczyk, Sean Cavanaugh","Ansible","CY26Q2","This on-premise utility provides real-time insights to help you make smarter, data-driven decisions by making it easier than ever to monitor, measure, and report on the impact of your automation.","This interactive demo helps users gain real-time insights to monitor, measure, and report on their automation's impact. It enables smarter, data-driven decisions for optimizing automation workflows and operational visibility. • Viewing key metrics like successful/failed jobs, hosts automated, and hours of automation • Utilizing the customizable cost saving calculator to compare manual vs. automated task costs and time • Applying filters by date, labels, organizations, projects, and templates on the dashboard • Saving filtered data as custom reports for later access • Exporting dashboard data as PDF reports for sharing with stakeholders • Exporting individual job data as CSV files for deeper analysis in external BI tools","","","","","Automation Dashboard","288",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/getting-started-aap-microsoft-azure-managed-application","204","204-getting-started-with-aap-on-microsoft-azure-managed-application-interactive-experience","Getting Started with AAP on Microsoft Azure: Managed Application","TRUE","FALSE","FALSE","How to get started with Ansible Automation Platform on Microsoft Azure as a managed application, from prerequisite steps to deployment and post-deployment configuration.","All","Mission Critical IT Automation","","","IE","","IE/getting-started-with-aap-on-microsoft-azure-managed-application-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/204-getting-started-with-aap-on-microsoft-azure-managed-application-interactive-experience","","","https://www.redhat.com/en/interactive-demo/getting-started-aap-microsoft-azure-managed-application","https://www.redhat.com/architect/portfolio/detail/204-getting-started-with-aap-on-microsoft-azure-managed-application-interactive-experience","Getting Started with AAP on Microsoft Azure: Managed Application","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","How to get started with Ansible Automation Platform on Microsoft Azure, the Managed Application. What you need to do from prerequisite steps, to deployment to post deployment steps!","This interactive demo helps users deploy Red Hat Ansible Automation Platform as a managed application on Microsoft Azure. It walks through the full configuration and initial setup experience from start to finish. • Selecting Red Hat Ansible Automation Platform on Azure from the Azure Marketplace. • Activating the Ansible Automation Platform subscription via the Red Hat Hybrid Cloud Console. • Configuring deployment parameters including node plan, resource group, region, application name, and network settings in Azure. • Monitoring the deployment progress using the Ansible Automation Platform Deployment Engine. • Logging into the deployed Ansible Automation Platform UI and entitling it with a Red Hat subscription. • Reviewing and accepting the End User License Agreement to access the controller dashboard.","","","","","Getting Started with AAP on Microsoft Azure: Managed Application","299",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/aap-aws-automation-mesh-configuration","203","203-aap-on-aws-automation-mesh-configuration-interactive-experience","AAP on AWS: Automation Mesh Configuration","TRUE","FALSE","FALSE","Learn how to deploy automation mesh, specifically an execution node in a Managed Ansible Automation Platform service on AWS.","All","Mission Critical IT Automation","","","IE","","IE/aap-on-aws-automation-mesh-configuration-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/203-aap-on-aws-automation-mesh-configuration-interactive-experience","","","https://www.redhat.com/en/interactive-demo/aap-aws-automation-mesh-configuration","https://www.redhat.com/architect/portfolio/detail/203-aap-on-aws-automation-mesh-configuration-interactive-experience","AAP on AWS: Automation Mesh Configuration","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","Learn how to deploy automation mesh, specifically an execution node in a Managed Ansible Automation Platform service on AWS.","This interactive demo helps users extend their automation footprint across hybrid cloud environments using Ansible Automation Platform. It provides a comprehensive walkthrough of the necessary steps to configure an automation mesh execution node. • Registering the Red Hat Enterprise Linux server and validating repository access • Enabling the Ansible Automation Platform repository and installing `ansible-core` and `ansible.receptor` • Associating the instance with hosted Hop Nodes in the Ansible Automation Platform UI • Modifying the `inventory.yml` file and launching the `install_receptor.yml` Ansible playbook • Creating an Instance Group and assigning the newly created instance within the Ansible Automation Platform UI • Verifying the instance connection in the Topology View and assigning the Instance Group to a job template","","","","","AAP on AWS: Automation Mesh Configuration","298",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/aap-aws-getting-started","202","202-aap-on-aws-getting-started-interactive-experience","AAP on AWS: Getting Started","TRUE","FALSE","FALSE","Walk through how to get started provisioning your Red Hat Ansible Automation Platform Service on AWS instance with step-by-step guidance.","All","Mission Critical IT Automation","","","IE","","IE/aap-on-aws-getting-started-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/202-aap-on-aws-getting-started-interactive-experience","","","https://www.redhat.com/en/interactive-demo/aap-aws-getting-started","https://www.redhat.com/architect/portfolio/detail/202-aap-on-aws-getting-started-interactive-experience","AAP on AWS: Getting Started","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","Let's walk through how to get started provisioning your Red Hat Ansible Automation Platform Service on AWS instance.","This interactive demo helps users quickly deploy Red Hat Ansible Automation Platform as a service on AWS. It streamlines the process of bringing enterprise automation to the cloud by walking through the full onboarding experience from start to finish. • Getting the AWS Account ID from the AWS Console Home • Accepting a Private Offer and creating a contract in AWS Marketplace • Logging into Red Hat Hybrid Cloud Console and connecting an AWS account • Selecting an AWS Region and initiating Ansible Automation Platform instance provisioning • Logging into the newly provisioned Ansible Automation Platform instance • Entitling the platform with a Red Hat subscription and accepting the End User License Agreement","","","","","AAP on AWS: Getting Started","297",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/ansible-azure-managed-app-subscription-activation","201","201-ansible-on-azure-managed-app-subscription-activation-interactive-experience","Ansible on Azure (managed app): Subscription Activation","TRUE","FALSE","FALSE","Set up Ansible Automation Platform on Azure by launching the managed application, monitoring deployment, and activating your subscription through Red Hat Hybrid Cloud Console.","All","Mission Critical IT Automation","","","IE","","IE/ansible-on-azure-managed-app-subscription-activation-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/201-ansible-on-azure-managed-app-subscription-activation-interactive-experience","","","https://www.redhat.com/en/interactive-demo/ansible-azure-managed-app-subscription-activation","https://www.redhat.com/architect/portfolio/detail/201-ansible-on-azure-managed-app-subscription-activation-interactive-experience","Ansible on Azure (managed app): Subscription Activation","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","Set up Ansible Automation Platform on Azure by launching the managed application, monitoring deployment via the Deployment Engine, and activating your subscription through the Red Hat Hybrid Cloud Console.","This interactive demo helps users activate Red Hat Ansible Automation Platform on Microsoft Azure. It streamlines the process of getting started with enterprise automation in a cloud environment. It walks through the full deployment and subscription activation experience from start to finish. • Starting the creation of the Ansible Automation Platform deployment on Microsoft Azure. • Viewing the managed application resource and its parameters and outputs in the Azure portal. • Launching and logging into the Deployment Engine to monitor the deployment progress. • Logging into the Red Hat Hybrid Cloud Console to verify or set up an Ansible Automation Platform subscription. • Submitting the subscription activation request via a Red Hat account.","","","","","Ansible on Azure (managed app): Subscription Activation","296",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/ansible-automation-aws#feedback","200","200-ansible-automation-on-aws-interactive-experience","Ansible Automation on AWS","TRUE","FALSE","FALSE","Automate in minutes by quickly deploying the Ansible Automation Platform Service on AWS and running your first automation use case with ease.","All","Mission Critical IT Automation","","","IE","","IE/ansible-automation-on-aws-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/200-ansible-automation-on-aws-interactive-experience","https://interact.redhat.com/share/84NxniUGuGg9uPT5ZI2g","","https://www.redhat.com/en/interactive-demo/ansible-automation-aws#feedback","https://www.redhat.com/architect/portfolio/detail/200-ansible-automation-on-aws-interactive-experience","Ansible Automation on AWS","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","Automate in minutes by quickly deploying the AAP Service on AWS and running your first automation use case with ease.","This interactive demo helps users quickly deploy and manage Red Hat Ansible Automation Platform as a service on AWS. It walks through the full onboarding and initial automation workflow from start to finish. • Accepting a private offer for Ansible Automation Platform Service on AWS in the AWS Marketplace. • Logging into the Red Hat Hybrid Cloud Console and connecting an AWS account. • Provisioning the Ansible Automation Platform service instance in a selected AWS Region. • Retrieving the initial administrator password and logging into the newly provisioned Ansible Automation Platform. • Entitling the Ansible service with a Red Hat subscription and accepting the End User License Agreement. • Launching a workflow template from the Automation Execution Templates menu to provision AWS VPC, RHEL applications, and RHEL-AI servers.","","","","","Ansible Automation on AWS","295",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/automate-multi-cloud-insights-aap","199","199-automate-multi-cloud-insights-with-aap-interactive-experience","Automate Multi-Cloud Insights with AAP","TRUE","FALSE","FALSE","Gain visibility into your multi-cloud infrastructure with Ansible Automation Platform through automated reporting across AWS, Azure, and Google Cloud environments.","All","Mission Critical IT Automation","","","IE","","IE/automate-multi-cloud-insights-with-aap-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/199-automate-multi-cloud-insights-with-aap-interactive-experience","","","https://www.redhat.com/en/interactive-demo/automate-multi-cloud-insights-aap","https://www.redhat.com/architect/portfolio/detail/199-automate-multi-cloud-insights-with-aap-interactive-experience","Automate Multi-Cloud Insights with AAP","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","Gain visibility into your multi-cloud infrastructure with Ansible Automation Platform. This lab walks through launching AWS, Azure, and Google Cloud report jobs, generating dynamic documentation, and reviewing detailed VM insights, all from a single interface.","This interactive demo helps users gain comprehensive visibility into their multi-cloud infrastructure and streamline reporting. It walks through the full workflow experience for generating detailed cloud insights from a single interface. • Navigating to the Templates view in Ansible Automation Platform • Filtering for 'Report' job templates • Selecting and launching AWS, Azure, and Google Cloud report job templates • Monitoring the status of running cloud report jobs in the Jobs view • Reviewing detailed AWS, Azure, and Google Cloud report results, including VM details • Expanding regions to view running and stopped virtual machine information (VM Name, ID, Status, IP, Labels)","","","","","Automate Multi-Cloud Insights with AAP","294",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/ansible-terraform-better-together","198","198-ansible-terraform-better-together-interactive-experience","Ansible & Terraform - Better Together!","TRUE","FALSE","FALSE","See how Ansible Automation Platform and Terraform work together to provision and destroy cloud infrastructure with automated workflows and seamless orchestration.","All","Mission Critical IT Automation","","","IE","","IE/ansible-terraform-better-together-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/198-ansible-terraform-better-together-interactive-experience","","","https://www.redhat.com/en/interactive-demo/ansible-terraform-better-together","https://www.redhat.com/architect/portfolio/detail/198-ansible-terraform-better-together-interactive-experience","Ansible & Terraform - Better Together!","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","See how Ansible Automation Platform and Terraform work together to provision and destroy cloud infrastructure. This lab shows how Ansible workflows can trigger Terraform projects and automatically update the inventory for seamless orchestration.","This interactive demo helps users streamline cloud infrastructure management by integrating Red Hat Ansible Automation Platform with Terraform. It walks through the full workflow for provisioning and deprovisioning resources across hyperscalers from start to finish. • Launching a Workflow job template in Ansible Automation Platform to create cloud infrastructure. • Reviewing the job template log and Terraform APPLY details to confirm resource provisioning. • Verifying the newly created gcvm-tf-instance in the Terraform Inventory and Google Cloud Compute Engine. • Launching a Workflow job template to destroy the provisioned cloud infrastructure. • Validating the removal of the gcvm-tf-instance from Terraform Inventory and Google Cloud.","","","","","Ansible & Terraform - Better Together!","293",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/aiops-self-healing-infrastructure-aap","197","197-aiops-self-healing-infrastructure-with-aap-interactive-experience","AIOps: Self-Healing Infrastructure with AAP","TRUE","FALSE","FALSE","See how Ansible Automation Platform powers self-healing infrastructure by detecting issues, analyzing them with AI, and auto-remediating using Event-Driven Ansible and Lightspeed.","All","Mission Critical IT Automation","","","IE","","IE/aiops-self-healing-infrastructure-with-aap-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/197-aiops-self-healing-infrastructure-with-aap-interactive-experience","","","https://www.redhat.com/en/interactive-demo/aiops-self-healing-infrastructure-aap","https://www.redhat.com/architect/portfolio/detail/197-aiops-self-healing-infrastructure-with-aap-interactive-experience","AIOps: Self-Healing Infrastructure with AAP","","","","2026Summit manually added","Red Hat Enterprise Linux","","","Mission Critical IT Automation","","","","","","","Hicham (he-sham) Mourad","Ansible","CY26Q2","See how Ansible Automation Platform powers self-healing infrastructure by detecting issues, analyzing them with AI, and auto-remediating using Event-Driven Ansible and Lightspeed generated playbooks.","This interactive demo illustrates how organizations can achieve self-healing infrastructure and proactive problem resolution. It walks through the full AIOps workflow, from event detection to automated remediation. • Capturing errors from environment resources like Red Hat Enterprise Linux and Windows Server • Detecting events using Event-Driven Ansible, a component of Ansible Automation Platform • Interpreting errors and providing solutions with AI, specifically Google Gemini and Vertex AI • Synchronizing error details with ServiceNow to create or update incidents • Requesting or leveraging Ansible Playbooks from Automation Code Assistant (Generative AI) • Triggering an Ansible job via Ansible Automation Platform to remediate detected issues","","","","","AIOps: Self-Healing Infrastructure with AAP","290",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/manage-ansible-secrets-hashicorp-vault","196","196-manage-ansible-secrets-with-hashicorp-vault-interactive-experience","Manage Ansible Secrets with Hashicorp Vault","TRUE","FALSE","FALSE","Discover how to integrate Ansible Automation Platform with HashiCorp Vault for seamless, secure secret and credential management with automated rotation capabilities.","All","Mission Critical IT Automation","","","IE","","IE/manage-ansible-secrets-with-hashicorp-vault-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/196-manage-ansible-secrets-with-hashicorp-vault-interactive-experience","","","https://www.redhat.com/en/interactive-demo/manage-ansible-secrets-hashicorp-vault","https://www.redhat.com/architect/portfolio/detail/196-manage-ansible-secrets-with-hashicorp-vault-interactive-experience","Manage Ansible Secrets with Hashicorp Vault","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Nuno Martins","Ansible","CY26Q2","Discover how to integrate Ansible Automation Platform with HashiCorp Vault for seamless, secure secret and credential management. This arcade walks you through the complete setup process, showing you how to configure your platform credentials to dynamically retrieve secrets stored in Vault. Learn how this integration enhances your security posture by centralizing secret storage, eliminating hardcoded credentials, and enabling automated credential rotation—all while maintaining the automation workflows you rely on.","This interactive demo helps users enhance their security posture by centralizing secret storage for Ansible Automation Platform. It walks through the full setup experience for configuring platform credentials to dynamically retrieve secrets. • Viewing stored secrets within HashiCorp Vault's kv/rhsm secret engine. • Creating a ""HashiCorp Vault Secret Lookup"" credential in Ansible Automation Platform, configuring its connection details. • Testing the external credential lookup for specific secret paths and key names. • Creating a ""Machine"" credential and associating its fields with HashiCorp Vault lookups. • Updating an Ansible job template to use the new Vault-backed machine credential and launching it successfully.","","","","","Manage Ansible Secrets with Hashicorp Vault","326",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/automation-aiops","195","195-automation-for-aiops-interactive-experience","Automation for AIOps","TRUE","FALSE","FALSE","See how Ansible Automation Platform powers AIOps by combining AI insights with automated remediation, integrating with ServiceNow and Lightspeed for self-healing infrastructure.","All","Mission Critical IT Automation","","","IE","","IE/automation-for-aiops-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/195-automation-for-aiops-interactive-experience","https://interact.redhat.com/share/kCuEEAIeU2a8plQcDALz","","https://www.redhat.com/en/interactive-demo/automation-aiops","https://www.redhat.com/architect/portfolio/detail/195-automation-for-aiops-interactive-experience","Automation for AIOps","","","","2026Summit manually added","Red Hat Ansible Automation Platform","","","Mission Critical IT Automation","","","","","","","Anshul Behl","Ansible","CY26Q2","See how Ansible Automation Platform powers AIOps by combining AI insights with automated remediation. This lab walks through detecting issues, integrating with ServiceNow and Lightspeed, and enabling self-healing infrastructure.","This interactive demo helps IT operations teams achieve self-healing infrastructure and maximize value from AI insights. It walks through the full workflow of detecting issues, interpreting errors, and enabling automated remediation. • Detecting an error or event from environment resources like Red Hat Enterprise Linux • Using Event-Driven Ansible, a component of Ansible Automation Platform, to detect the event • Communicating with AI, such as Red Hat OpenShift AI, to interpret the error and provide a solution • Synchronizing error details with ServiceNow to create or update an incident • Requesting an Ansible playbook from Red Hat Ansible Lightspeed based on the suggested solution • Triggering an Ansible job leveraging the playbook to remediate the identified issue","","","","","Automation for AIOps","284",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/aiml-lifecycle-automation-edge","194","194-ai-ml-lifecycle-automation-at-the-edge-interactive-experience","AI/ML Lifecycle Automation at the Edge","TRUE","FALSE","FALSE","Learn how to re-train and serve AI/ML models at the edge without human intervention for automated machine learning lifecycle management in distributed environments.","All","AI Platform","","","IE","","IE/ai-ml-lifecycle-automation-at-the-edge-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/194-ai-ml-lifecycle-automation-at-the-edge-interactive-experience","","","https://www.redhat.com/en/interactive-demo/aiml-lifecycle-automation-edge","https://www.redhat.com/architect/portfolio/detail/194-ai-ml-lifecycle-automation-at-the-edge-interactive-experience","AI/ML Lifecycle Automation at the Edge","","","","2026Summit manually added","Red Hat OpenShift","","","AI Platform","","","","","","","John Hurlocker","Global AI Services","CY26Q2","Re-train and serve your AI/ML models at the edge without human intervention","This interactive demo helps organizations automate the lifecycle of artificial intelligence models at edge locations, enabling resilient and simple operations with minimal human intervention. It walks through the full experience of setting up and managing AI models and pipelines from start to finish. • Enabling model serving and pipeline components during Red Hat OpenShift AI installation via YAML configuration. • Adding an S3 connection, specifying MinIO parameters, in the Red Hat OpenShift AI Dashboard for model and pipeline artifacts. • Deploying an AI model by completing a form with serving runtime, model framework, GPU usage, and S3 bucket details. • Importing pipeline code into the Pipeline Server for automated model re-training and updates. • Reviewing the pipeline steps (Collect_data, Re-train_model, Validate_model, Save_model) and observing a successful execution.","","","","","AI/ML Lifecycle Automation at the Edge","316",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/gathering-device-support-logs-interactive-experience","193","193-gathering-device-support-logs-interactive-experience","Gathering Device Support Logs","TRUE","FALSE","FALSE","Learn how to remotely gather device support logs for comprehensive troubleshooting and analysis that can be sent to support for further investigation.","All","Application Platform","","","IE","","IE/gathering-device-support-logs-interactive-experience.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/device-terminal-access-edge-manager","192","192-device-terminal-access-with-edge-manager-interactive-experience","Device Terminal Access with Edge Manager","TRUE","FALSE","FALSE","Discover how to connect to edge device terminals remotely via Edge Manager UI and CLI for direct device administration and troubleshooting.","All","Application Platform","","","IE","","IE/device-terminal-access-with-edge-manager-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/192-device-terminal-access-with-edge-manager-interactive-experience","","","https://www.redhat.com/en/interactive-demo/device-terminal-access-edge-manager","https://www.redhat.com/architect/portfolio/detail/192-device-terminal-access-with-edge-manager-interactive-experience","Device Terminal Access with Edge Manager","","","","2026Summit manually added","Red Hat OpenShift","","","Application Platform","","","","","","","Ken Osborn","Edge BU","CY26Q2","Discover how to connect to a device terminal via Edge Manager UI and CLI","This interactive demo helps users securely manage and troubleshoot edge devices remotely. It walks through the full experience of accessing and controlling devices from a central platform. • Accessing the Terminal tab within the Red Hat Edge Manager UI for a specific device • Executing commands directly in the browser-based root-level terminal • Using the `flightctl get devices` CLI command to list managed edge devices • Remotely connecting to an edge device via the `flightctl console device` CLI command • Examining device files and issuing remote commands without an interactive session","","","","","Device Terminal Access with Edge Manager","315",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/customizing-device-resource-monitoring-interactive-experience","191","191-customizing-device-resource-monitoring-interactive-experience","Customizing Device Resource Monitoring","TRUE","FALSE","FALSE","Learn how to apply custom resource monitors in Edge Manager for comprehensive edge device performance monitoring and management.","All","Application Platform","","","IE","","IE/customizing-device-resource-monitoring-interactive-experience.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/utilizing-device-selector-labels-join-fleets","190","190-utilizing-device-selector-labels-to-join-fleets-interactive-experience","Utilizing Device Selector Labels to join Fleets","TRUE","FALSE","FALSE","Discover how to assign fleet membership using device selector labels through Edge Manager CLI and UI for organized edge device management.","All","Application Platform","","","IE","","IE/utilizing-device-selector-labels-to-join-fleets-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/190-utilizing-device-selector-labels-to-join-fleets-interactive-experience","","","https://www.redhat.com/en/interactive-demo/utilizing-device-selector-labels-join-fleets","https://www.redhat.com/architect/portfolio/detail/190-utilizing-device-selector-labels-to-join-fleets-interactive-experience","Utilizing Device Selector Labels to join Fleets","","","","2026Summit manually added","Red Hat OpenShift","","","Application Platform","","","","","","","Ken Osborn","Edge BU","CY26Q2","Discover how to assign fleet membership using the Edge Manager CLI and UI","This interactive demo helps users efficiently organize and manage their edge devices by assigning them to logical fleets. It walks through the full device labeling and fleet membership workflow from start to finish. • Listing enrolled edge devices and their status using the flightctl cli • Editing a device's YAML configuration via CLI to add a fleet=west selector label • Verifying updated device fleet membership from the terminal output • Assigning a device to the west-fleet by adding a fleet=west label in the Red Hat Edge Manager UI • Filtering the device list in the Edge Manager UI by state=ca label","","","","","Utilizing Device Selector Labels to join Fleets","314",""
